timestamp,frame,object_id,centroid_x,centroid_y,bbox_x,bbox_y,bbox_w,bbox_h
0.05,1,0,855,870,751,852,208,37
0.05,1,1,1266,827,1042,735,448,185
0.05,1,2,1280,645,1084,582,393,126
0.05,1,3,1133,407,1090,271,86,273
0.05,1,4,1333,405,1160,251,346,308
0.31,2,0,855,870,751,852,208,37
0.31,2,1,1243,823,1020,730,447,186
0.31,2,2,1256,642,1061,577,391,130
0.31,2,3,1109,409,1067,278,85,263
0.31,2,4,1314,403,1143,249,342,308
0.37,3,0,855,870,751,852,208,37
0.37,3,1,1233,822,1011,729,444,186
0.37,3,2,1246,642,1051,576,390,132
0.37,3,3,1098,409,1057,279,82,261
0.37,3,4,1306,403,1135,250,342,306
0.41,4,0,806,868,751,850,111,37
0.41,4,1,1207,816,996,725,422,183
0.41,4,2,1220,637,1023,574,394,126
0.41,4,3,1067,412,1032,286,70,252
0.41,4,4,1283,399,1115,246,337,307
0.41,4,5,913,869,868,850,91,39
0.45,5,0,806,868,751,850,111,37
0.45,5,1,1196,808,990,719,412,179
0.45,5,2,1205,630,1014,571,382,118
0.45,5,3,1049,412,1016,287,66,251
0.45,5,4,1268,396,1100,246,336,301
0.45,5,5,913,869,868,850,91,39
0.49,6,0,855,870,751,850,208,40
0.49,6,1,1191,802,988,714,407,177
0.49,6,2,1197,626,1007,568,380,116
0.49,6,3,1041,411,1010,287,62,249
0.49,6,4,1259,395,1091,247,337,297
0.49,6,5,913,869,751,850,208,40
0.52,7,0,807,868,751,850,112,37
0.52,7,1,1178,786,982,700,393,172
0.52,7,2,1175,615,989,558,373,115
0.52,7,3,1021,408,993,287,56,243
0.52,7,4,1204,390,1074,245,261,290
0.52,7,5,912,870,865,850,94,40
0.52,7,6,1376,445,1344,338,64,214
0.55,8,0,807,868,751,850,112,37
0.55,8,1,1171,776,979,692,384,169
0.55,8,2,1168,609,984,552,368,115
0.55,8,3,1008,407,980,288,57,239
0.55,8,4,1193,387,1065,245,256,284
0.55,8,5,912,870,865,850,94,40
0.55,8,6,1362,439,1330,331,65,217
0.58,9,0,807,868,751,850,112,37
0.58,9,1,1167,771,977,688,380,167
0.58,9,2,1163,607,982,549,363,117
0.58,9,3,1003,407,975,289,56,237
0.58,9,4,1186,384,1060,243,253,283
0.58,9,5,912,870,865,850,94,40
0.58,9,6,1356,437,1323,330,66,214
0.62,10,0,807,868,751,850,112,37
0.62,10,1,1160,762,975,682,370,160
0.62,10,2,1152,603,976,546,353,115
0.62,10,3,989,410,962,295,55,231
0.62,10,4,1170,385,1044,249,252,272
0.62,10,5,912,870,865,850,94,40
0.62,10,6,1339,433,1306,325,66,216
0.65,11,0,854,869,750,850,209,39
0.65,11,1,1156,759,974,681,364,157
0.65,11,2,1146,604,972,547,349,115
0.65,11,3,986,417,957,303,58,228
0.65,11,4,1161,389,1036,256,250,266
0.65,11,5,912,870,750,850,209,39
0.65,11,6,1330,433,1297,326,66,214
0.69,12,0,854,869,750,850,209,39
0.69,12,1,1154,760,974,682,361,156
0.69,12,2,1147,606,972,550,350,113
0.69,12,3,985,421,955,308,60,227
0.69,12,4,1157,392,1033,261,248,262
0.69,12,5,912,870,750,850,209,39
0.69,12,6,1325,434,1293,328,65,212
0.72,13,0,854,869,750,850,209,39
0.72,13,1,1151,767,974,690,354,154
0.72,13,2,1141,617,971,562,340,111
0.72,13,3,983,436,953,324,61,225
0.72,13,4,1149,406,1028,277,243,258
0.72,13,5,912,870,750,850,209,39
0.72,13,6,1315,445,1283,340,64,211
0.75,14,0,806,869,750,850,112,38
0.75,14,1,1149,774,975,697,348,154
0.75,14,2,1138,626,971,572,335,108
0.75,14,3,983,448,953,336,61,224
0.75,14,4,1147,416,1028,287,238,259
0.75,14,5,912,869,865,850,94,39
0.75,14,6,1310,454,1279,352,62,205
0.78,15,0,806,869,750,850,112,38
0.78,15,1,1148,778,976,702,344,153
0.78,15,2,1139,630,972,577,334,107
0.79,15,3,985,452,954,341,62,223
0.79,15,4,1147,422,1029,293,236,258
0.79,15,5,912,869,865,850,94,39
0.79,15,6,1308,459,1277,357,62,205
0.82,16,0,854,869,750,850,209,39
0.82,16,1,1148,787,980,712,336,150
0.82,16,2,1142,641,977,591,330,101
0.82,16,3,991,465,962,354,59,222
0.82,16,4,1150,437,1036,309,229,257
0.82,16,5,912,869,750,850,209,39
0.82,16,6,1306,471,1276,373,60,196
0.85,17,0,806,869,750,850,113,38
0.85,17,1,1149,785,983,714,332,143
0.85,17,2,1144,644,982,595,324,99
0.85,17,3,997,469,969,359,56,220
0.85,17,4,1154,442,1042,315,225,255
0.85,17,5,912,869,865,850,94,39
0.85,17,6,1306,477,1277,381,59,192
0.88,18,0,806,869,750,850,113,38
0.88,18,1,1149,782,984,713,330,138
0.88,18,2,1144,642,986,593,317,99
0.88,18,3,999,469,971,361,56,216
0.88,18,4,1156,443,1045,317,222,253
0.88,18,5,912,869,865,850,94,39
0.88,18,6,1306,476,1277,382,59,189
0.91,19,0,807,869,751,850,112,38
0.91,19,1,1152,772,991,703,322,139
0.91,19,2,1146,635,995,584,303,103
0.91,19,3,1004,462,978,358,52,208
0.91,19,4,1159,440,1049,319,220,243
0.91,19,5,912,870,865,850,94,40
0.91,19,6,1307,472,1278,381,58,183
0.94,20,0,807,869,751,850,113,38
0.94,20,1,1156,763,996,693,320,140
0.94,20,2,1148,627,998,576,300,103
0.94,20,3,1006,455,982,354,48,203
0.94,20,4,1161,436,1053,317,216,239
0.94,20,5,912,870,865,850,94,40
0.94,20,6,1306,469,1278,379,57,180
0.97,21,0,807,869,751,850,113,38
0.97,21,1,1156,757,997,688,318,139
0.97,21,2,1149,623,1000,572,298,103
0.97,21,3,1008,454,984,353,48,202
0.98,21,4,1161,434,1054,316,215,237
0.98,21,5,912,870,865,850,94,40
0.98,21,6,1306,470,1278,377,56,186
1.00,22,0,807,869,751,850,112,38
1.00,22,1,1153,743,993,675,320,136
1.00,22,2,1151,611,1004,561,294,101
1.00,22,3,1017,447,991,349,53,196
1.00,22,4,1164,427,1059,313,210,228
1.00,22,5,912,870,865,850,94,40
1.00,22,6,1306,464,1280,374,52,180
1.03,23,0,807,869,751,850,113,38
1.03,23,1,1150,732,989,666,322,132
1.03,23,2,1151,604,1004,553,294,102
1.03,23,3,1020,442,994,345,53,194
1.03,23,4,1165,423,1061,311,208,224
1.03,23,5,912,870,865,850,94,40
1.03,23,6,1304,461,1278,375,52,172
1.06,24,0,807,869,751,850,113,38
1.06,24,1,1148,726,986,661,324,131
1.06,24,2,1150,600,1004,549,292,103
1.06,24,3,1021,440,995,344,52,192
1.06,24,4,1165,421,1062,310,206,222
1.06,24,5,912,870,865,850,94,40
1.06,24,6,1303,460,1278,375,50,171
1.09,25,0,806,869,751,850,111,38
1.09,25,1,1145,715,984,651,323,129
1.09,25,2,1150,591,1004,542,293,99
1.09,25,3,1022,433,998,339,48,188
1.09,25,4,1164,416,1062,308,204,216
1.09,25,5,912,870,865,850,94,40
1.09,25,6,1298,451,1274,373,49,157
1.12,26,0,806,868,751,850,111,37
1.12,26,1,1143,711,984,647,319,128
1.12,26,2,1148,587,1003,539,291,97
1.12,26,3,1022,430,998,338,49,185
1.12,26,4,1190,414,1061,307,258,214
1.12,26,5,912,870,865,850,94,40
1.12,26,6,1298,451,1061,307,258,214
1.15,27,0,806,868,751,850,111,37
1.15,27,1,1142,709,984,646,316,126
1.15,27,2,1147,585,1003,537,289,97
1.15,27,3,1022,430,998,338,49,185
1.15,27,4,1189,413,1061,307,256,213
1.15,27,5,912,870,865,850,94,40
1.15,27,6,1298,451,1061,307,256,213
1.18,28,0,806,869,751,850,111,38
1.18,28,1,1137,707,981,645,312,124
1.18,28,2,1142,586,1000,540,284,92
1.18,28,3,1020,431,996,340,49,183
1.18,28,4,1184,414,1058,308,252,213
1.18,28,5,912,869,865,850,94,39
1.18,28,6,1298,451,1058,308,252,213
1.21,29,0,806,869,751,850,111,38
1.21,29,1,1131,708,978,647,307,123
1.21,29,2,1137,589,996,544,282,90
1.21,29,3,1018,434,994,343,48,183
1.21,29,4,1181,419,1058,313,246,212
1.21,29,5,912,869,865,850,94,39
1.21,29,6,1298,451,1058,313,246,212
1.23,30,0,806,869,751,850,111,38
1.23,30,1,1129,709,978,649,303,121
1.23,30,2,1134,591,994,547,281,89
1.24,30,3,1017,437,994,346,47,182
1.24,30,4,1179,421,1056,314,246,214
1.24,30,5,912,870,865,850,94,40
1.24,30,6,1298,451,1056,314,246,214
1.26,31,0,806,869,751,850,110,38
1.26,31,1,1121,718,976,659,291,119
1.26,31,2,1124,601,988,560,273,82
1.26,31,3,1011,446,989,355,44,182
1.26,31,4,1171,432,1049,324,245,216
1.26,31,5,912,870,865,850,94,40
1.26,31,6,1298,451,1049,324,245,216
1.29,32,0,806,869,751,851,110,37
1.29,32,1,1117,721,975,664,284,115
1.29,32,2,1119,603,986,565,266,77
1.29,32,3,1005,452,984,362,43,180
1.29,32,4,1136,437,1043,328,187,218
1.29,32,5,911,870,863,850,96,40
1.29,32,6,1259,470,1234,383,51,174
1.32,33,0,806,869,751,851,110,36
1.32,33,1,1114,723,973,665,283,116
1.32,33,2,1116,603,985,565,263,76
1.32,33,3,1003,452,982,364,42,177
1.32,33,4,1133,437,1041,329,185,216
1.32,33,5,911,869,863,850,96,39
1.32,33,6,1256,470,1231,383,50,175
1.35,34,0,806,869,751,851,110,36
1.35,34,1,1104,721,965,662,278,119
1.35,34,2,1109,603,981,563,256,80
1.35,34,3,995,453,975,367,40,172
1.35,34,4,1126,437,1034,332,184,211
1.35,34,5,911,869,863,850,96,39
1.35,34,6,1249,470,1224,384,50,173
1.38,35,0,806,869,751,851,110,36
1.38,35,1,1102,718,964,658,277,120
1.38,35,2,1106,601,977,560,259,82
1.38,35,3,991,452,971,368,40,169
1.38,35,4,1121,435,1030,330,183,210
1.38,35,5,911,869,863,850,96,39
1.38,35,6,1244,469,1219,383,50,172
1.41,36,0,805,869,751,851,109,36
1.41,36,1,1103,715,964,656,278,118
1.41,36,2,1105,599,976,558,258,83
1.41,36,3,989,452,970,368,39,168
1.41,36,4,1119,433,1027,329,184,208
1.41,36,5,911,869,863,850,96,39
1.41,36,6,1242,467,1217,383,51,169
1.44,37,0,805,869,751,851,108,36
1.44,37,1,1105,703,969,646,273,114
1.44,37,2,1104,589,979,549,251,81
1.44,37,3,987,447,968,364,39,166
1.44,37,4,1113,429,1021,327,185,204
1.44,37,5,911,869,863,850,96,39
1.44,37,6,1236,462,1210,379,53,167
1.47,38,0,806,868,751,850,111,37
1.47,38,1,1106,695,971,640,271,111
1.47,38,2,1105,582,981,543,249,79
1.47,38,3,987,444,969,362,37,165
1.47,38,4,1112,424,1021,325,183,199
1.47,38,5,911,869,863,850,96,38
1.47,38,6,1235,457,1209,375,53,164
1.50,39,0,806,868,751,850,111,37
1.50,39,1,1108,691,973,636,270,111
1.50,39,2,1105,580,981,540,249,80
1.50,39,3,988,443,970,362,37,163
1.50,39,4,1112,424,1021,326,183,196
1.50,39,5,911,869,863,850,96,38
1.50,39,6,1235,455,1209,373,52,164
1.53,40,0,806,868,751,850,111,36
1.53,40,1,1112,684,979,629,267,110
1.53,40,2,1110,575,987,536,246,78
1.53,40,3,990,440,970,361,41,159
1.53,40,4,1115,420,1024,325,182,191
1.53,40,5,910,869,862,850,97,39
1.53,40,6,1237,449,1212,369,50,161
1.56,41,0,804,868,751,850,107,36
1.56,41,1,1116,681,984,626,264,110
1.56,41,2,1114,574,992,535,244,78
1.56,41,3,992,440,969,362,47,157
1.56,41,4,1118,420,1028,325,181,190
1.56,41,5,910,869,862,850,97,39
1.56,41,6,1239,449,1214,369,51,160
1.59,42,0,806,868,751,850,111,37
1.59,42,1,1118,681,987,626,263,110
1.59,42,2,1116,574,994,535,245,78
1.59,42,3,994,441,970,363,48,157
1.59,42,4,1120,420,1030,325,181,190
1.59,42,5,910,869,861,850,98,38
1.59,42,6,1241,449,1216,369,51,160
1.59,42,7,967,537,954,516,27,43
1.62,43,0,806,868,751,850,111,36
1.62,43,1,1128,683,998,629,260,108
1.62,43,2,1126,577,1006,540,241,75
1.62,43,3,990,461,952,369,76,184
1.62,43,4,1128,425,1040,332,177,187
1.62,43,5,910,869,861,850,98,38
1.62,43,6,1248,453,1224,375,48,156
1.62,43,7,967,537,952,369,76,184
1.65,44,0,805,868,751,850,108,36
1.65,44,1,1136,687,1007,633,258,109
1.65,44,2,1134,582,1015,545,238,74
1.65,44,3,1018,451,1000,374,36,154
1.65,44,4,1136,430,1048,337,176,187
1.65,44,5,910,868,861,850,98,37
1.65,44,6,1254,457,1231,379,46,157
1.65,44,7,980,522,958,491,45,62
1.68,45,0,792,867,751,850,82,35
1.68,45,1,1140,691,1011,637,258,108
1.68,45,2,1138,585,1019,549,238,73
1.68,45,3,1023,453,1004,376,38,154
1.68,45,4,1141,434,1053,341,176,186
1.68,45,5,910,868,861,850,98,37
1.68,45,6,1258,460,1235,382,46,157
1.68,45,7,979,522,958,494,43,57
1.68,45,8,831,876,803,866,56,20
1.71,46,0,792,867,751,850,82,35
1.71,46,1,1154,698,1030,646,248,105
1.71,46,2,1153,592,1036,559,235,66
1.71,46,3,1040,463,1021,385,39,157
1.71,46,4,1157,443,1074,349,167,188
1.71,46,5,910,868,861,850,98,37
1.71,46,6,1273,465,1253,390,40,150
1.71,46,7,979,522,1021,385,39,157
1.71,46,8,831,876,803,866,56,20
1.74,47,0,792,867,751,850,82,35
1.74,47,1,1167,700,1044,649,247,102
1.74,47,2,1165,595,1050,562,231,66
1.74,47,3,1056,467,1035,389,42,157
1.74,47,4,1170,446,1088,353,165,187
1.74,47,5,909,868,860,850,99,37
1.74,47,6,1285,466,1267,397,36,139
1.74,47,7,979,522,1035,389,42,157
1.74,47,8,830,875,803,866,55,19
1.77,48,0,792,867,751,850,82,35
1.77,48,1,1173,699,1050,649,246,100
1.77,48,2,1170,596,1056,563,229,66
1.77,48,3,1064,468,1043,390,43,157
1.77,48,4,1176,447,1094,354,165,186
1.77,48,5,909,868,860,850,99,36
1.77,48,6,1291,467,1273,395,36,145
1.77,48,7,979,522,1043,390,43,157
1.77,48,8,830,875,751,850,82,35
1.80,49,0,803,867,752,850,102,35
1.80,49,1,1188,693,1067,645,242,97
1.80,49,2,1187,592,1076,557,222,70
1.80,49,3,1082,467,1061,391,43,153
1.80,49,4,1192,446,1108,356,169,180
1.80,49,5,909,868,860,850,98,36
1.80,49,6,1306,461,1288,396,36,131
1.80,49,7,979,522,1061,391,43,153
1.80,49,8,830,875,752,850,102,35
1.83,50,0,803,867,752,850,102,35
1.83,50,1,1195,687,1074,638,242,99
1.83,50,2,1196,588,1085,552,223,72
1.83,50,3,1093,465,1071,390,45,150
1.83,50,4,1225,444,1120,357,210,174
1.83,50,5,909,868,860,850,98,36
1.83,50,6,1306,461,1120,357,210,174
1.83,50,7,979,522,1071,390,45,150
1.83,50,8,830,875,752,850,102,35
1.86,51,0,803,867,752,850,102,35
1.86,51,1,1197,685,1075,636,245,99
1.86,51,2,1200,585,1089,549,223,72
1.86,51,3,1097,463,1074,389,47,148
1.86,51,4,1227,443,1122,357,210,172
1.86,51,5,909,868,860,850,98,36
1.86,51,6,1306,461,1122,357,210,172
1.86,51,7,979,522,1074,389,47,148
1.86,51,8,830,875,752,850,102,35
1.89,52,0,793,867,752,850,83,35
1.89,52,1,1203,678,1079,627,248,102
1.89,52,2,1217,577,1105,542,224,70
1.89,52,3,1106,460,1082,387,49,147
1.89,52,4,1232,441,1127,357,210,168
1.89,52,5,909,868,860,850,98,36
1.89,52,6,1306,461,1127,357,210,168
1.89,52,7,979,522,1082,387,49,147
1.89,52,8,830,875,752,850,83,35
1.92,53,0,793,867,752,850,83,35
1.92,53,1,1206,674,1082,623,249,102
1.92,53,2,1217,573,1107,539,221,69
1.92,53,3,1111,457,1086,385,51,144
1.92,53,4,1236,441,1134,358,205,166
1.92,53,5,909,868,860,850,98,36
1.92,53,6,1306,461,1134,358,205,166
1.92,53,7,979,522,1086,385,51,144
1.92,53,8,830,875,752,850,83,35
1.95,54,0,793,868,752,850,82,36
1.95,54,1,1208,672,1084,622,249,101
1.95,54,2,1218,572,1108,537,220,71
1.95,54,3,1113,457,1087,385,53,144
1.95,54,4,1236,441,1134,359,205,164
1.95,54,5,909,868,860,851,98,35
1.95,54,6,1306,461,1134,359,205,164
1.95,54,7,979,522,1087,385,53,144
1.95,54,8,830,875,752,850,82,36
1.98,55,0,793,867,752,850,82,35
1.98,55,1,1213,669,1089,618,248,102
1.98,55,2,1219,571,1111,536,217,71
1.98,55,3,1120,457,1094,386,53,143
1.98,55,4,1238,441,1140,363,197,157
1.98,55,5,891,871,874,857,35,28
1.98,55,6,1306,461,1140,363,197,157
1.98,55,7,979,522,1094,386,53,143
1.98,55,8,830,875,752,850,82,35
2.01,56,0,793,867,752,850,82,35
2.01,56,1,1216,668,1093,617,247,102
2.01,56,2,1220,570,1113,534,215,72
2.01,56,3,1120,458,1094,388,53,141
2.01,56,4,1238,443,1141,366,194,154
2.01,56,5,891,871,874,857,35,28
2.01,56,6,1306,461,1141,366,194,154
2.01,56,7,979,522,1094,388,53,141
2.01,56,8,830,875,752,850,82,35
2.04,57,0,784,868,754,853,60,31
2.04,57,1,1217,667,1094,617,247,101
2.04,57,2,1220,570,1113,534,215,72
2.04,57,3,1119,458,1092,388,55,141
2.04,57,4,1238,444,1142,368,192,152
2.04,57,5,891,871,754,853,60,31
2.04,57,6,1306,461,1142,368,192,152
2.04,57,7,979,522,1092,388,55,141
2.04,57,8,830,875,754,853,60,31
2.07,58,0,785,868,756,853,58,31
2.07,58,1,1218,668,1095,618,246,100
2.07,58,2,1216,571,1108,535,217,73
2.07,58,3,1117,464,1086,395,62,138
2.07,58,4,1231,447,1134,375,195,145
2.07,58,5,891,871,756,853,58,31
2.07,58,6,1306,461,1134,375,195,145
2.07,58,7,979,522,1086,395,62,138
2.07,58,8,830,875,756,853,58,31
2.11,59,0,785,868,756,853,58,31
2.11,59,1,1218,668,1095,618,246,100
2.11,59,2,1216,572,1108,536,216,73
2.11,59,3,1114,466,1081,399,67,135
2.11,59,4,1228,449,1135,379,187,141
2.11,59,5,891,871,756,853,58,31
2.11,59,6,1306,461,1135,379,187,141
2.11,59,7,979,522,1081,399,67,135
2.11,59,8,830,875,756,853,58,31
2.14,60,0,785,868,756,853,58,31
2.14,60,1,1216,667,1093,618,247,99
2.14,60,2,1212,573,1108,536,209,74
2.14,60,3,1112,468,1081,402,63,132
2.14,60,4,1217,450,1129,382,177,137
2.14,60,5,891,871,756,853,58,31
2.14,60,6,1307,457,1297,431,21,53
2.14,60,7,979,522,1081,402,63,132
2.14,60,8,830,875,756,853,58,31
2.17,61,0,785,868,1089,620,240,96
2.17,61,1,1209,668,1089,620,240,96
2.17,61,2,1207,576,1109,540,197,73
2.17,61,3,1103,473,1071,407,65,132
2.17,61,4,1206,454,1124,390,165,128
2.17,61,5,891,871,1089,620,240,96
2.17,61,6,1307,457,1124,390,165,128
2.17,61,7,979,522,1071,407,65,132
2.17,61,8,830,875,1089,620,240,96
2.20,62,0,785,868,1089,620,240,96
2.20,62,1,1209,668,1089,620,240,96
2.20,62,2,1207,576,1109,540,197,73
2.20,62,3,1103,473,1071,407,65,132
2.20,62,4,1206,454,1124,390,165,128
2.20,62,5,891,871,1089,620,240,96
2.20,62,6,1307,457,1124,390,165,128
2.20,62,7,979,522,1071,407,65,132
2.20,62,8,830,875,1089,620,240,96
2.23,63,0,785,868,1089,620,240,96
2.23,63,1,1209,668,1089,620,240,96
2.23,63,2,1207,576,1109,540,197,73
2.23,63,3,1103,473,1071,407,65,132
2.23,63,4,1206,454,1124,390,165,128
2.23,63,5,891,871,1089,620,240,96
2.23,63,6,1307,457,1124,390,165,128
2.23,63,7,979,522,1071,407,65,132
2.23,63,8,830,875,1089,620,240,96
2.26,64,0,785,868,1089,620,240,96
2.26,64,1,1209,668,1089,620,240,96
2.26,64,2,1207,576,1109,540,197,73
2.26,64,3,1103,473,1071,407,65,132
2.26,64,4,1206,454,1124,390,165,128
2.26,64,5,891,871,1089,620,240,96
2.26,64,6,1307,457,1124,390,165,128
2.26,64,7,979,522,1071,407,65,132
2.26,64,8,830,875,1089,620,240,96
2.29,65,0,785,868,1090,620,239,96
2.29,65,1,1209,668,1090,620,239,96
2.29,65,2,1208,576,1110,541,197,71
2.29,65,3,1098,452,1070,409,56,87
2.29,65,4,1204,456,1125,393,159,127
2.29,65,5,891,871,1090,620,239,96
2.29,65,6,1307,457,1125,393,159,127
2.29,65,7,979,522,1070,409,56,87
2.29,65,8,830,875,1090,620,239,96
2.32,66,0,785,868,1090,620,239,96
2.32,66,1,1209,668,1090,620,239,96
2.32,66,2,1208,576,1110,541,197,71
2.32,66,3,1098,452,1070,409,56,87
2.32,66,4,1204,456,1125,393,159,127
2.32,66,5,891,871,1090,620,239,96
2.32,66,6,1307,457,1125,393,159,127
2.32,66,7,979,522,1070,409,56,87
2.32,66,8,830,875,1090,620,239,96
2.35,67,0,785,868,1092,620,236,95
2.35,67,1,1210,667,1092,620,236,95
2.35,67,2,1227,572,1148,541,159,63
2.35,67,3,1103,445,1082,409,42,73
2.35,67,4,1216,465,1156,412,121,106
2.35,67,5,891,871,1092,620,236,95
2.35,67,6,1307,457,1156,412,121,106
2.35,67,7,979,522,1082,409,42,73
2.35,67,8,830,875,1092,620,236,95
2.35,67,9,1162,424,1125,394,75,61
2.38,68,0,785,868,1092,620,235,94
2.38,68,1,1209,667,1092,620,235,94
2.38,68,2,1223,572,1148,541,150,63
2.38,68,3,1103,445,1156,463,86,55
2.38,68,4,1199,490,1156,463,86,55
2.38,68,5,891,871,1092,620,235,94
2.38,68,6,1307,457,1156,463,86,55
2.39,68,7,979,522,1156,463,86,55
2.39,68,8,830,875,1092,620,235,94
2.39,68,9,1162,424,1156,463,86,55
2.42,69,0,785,868,1092,620,234,94
2.42,69,1,1209,667,1092,620,234,94
2.42,69,2,1224,571,1150,541,148,61
2.42,69,3,1103,445,1156,463,64,55
2.42,69,4,1188,490,1156,463,64,55
2.42,69,5,891,871,1092,620,234,94
2.42,69,6,1307,457,1156,463,64,55
2.42,69,7,979,522,1156,463,64,55
2.42,69,8,830,875,1092,620,234,94
2.42,69,9,1162,424,1156,463,64,55
2.45,70,0,785,868,1116,620,210,92
2.45,70,1,1221,666,1116,620,210,92
2.45,70,2,1193,572,1150,543,86,59
2.45,70,3,1103,445,1156,463,64,54
2.45,70,4,1188,490,1156,463,64,54
2.45,70,5,891,871,1116,620,210,92
2.45,70,6,1307,457,1156,463,64,54
2.45,70,7,979,522,1156,463,64,54
2.45,70,8,830,875,1116,620,210,92
2.45,70,9,1162,424,1156,463,64,54
2.48,71,0,785,868,1116,629,122,78
2.48,71,1,1177,668,1116,629,122,78
2.48,71,2,1201,570,1167,542,69,57
2.48,71,3,1103,445,1167,542,69,57
2.48,71,4,1188,490,1167,542,69,57
2.48,71,5,891,871,1116,629,122,78
2.48,71,6,1307,457,1167,542,69,57
2.48,71,7,979,522,1167,542,69,57
2.48,71,8,830,875,1116,629,122,78
2.48,71,9,1162,424,1167,542,69,57
2.48,71,10,1292,671,1258,631,69,81
2.48,71,11,1272,648,1245,620,55,57
2.51,72,0,785,868,1117,640,68,67
2.51,72,1,1151,673,1117,640,68,67
2.51,72,2,1192,579,1168,562,48,35
2.51,72,3,1103,445,1168,562,48,35
2.51,72,4,1188,490,1168,562,48,35
2.51,72,5,891,871,1117,640,68,67
2.51,72,6,1307,457,1168,562,48,35
2.51,72,7,979,522,1168,562,48,35
2.51,72,8,830,875,1117,640,68,67
2.51,72,9,1162,424,1168,562,48,35
2.51,72,10,1293,677,1259,643,68,69
2.51,72,11,1262,655,1245,634,35,43
2.51,72,12,1208,655,1184,632,49,47
2.54,73,0,785,868,1119,645,41,50
2.54,73,1,1139,670,1119,645,41,50
2.54,73,2,1192,579,1196,639,34,36
2.54,73,3,1103,445,1119,645,41,50
2.54,73,4,1188,490,1196,639,34,36
2.54,73,5,891,871,1119,645,41,50
2.54,73,6,1307,457,1196,639,34,36
2.54,73,7,979,522,1119,645,41,50
2.54,73,8,830,875,1119,645,41,50
2.54,73,9,1162,424,1196,639,34,36
2.54,73,10,1298,701,1270,691,56,21
2.54,73,11,1262,655,1196,639,34,36
2.54,73,12,1213,657,1196,639,34,36
2.58,74,0,785,868,1119,645,65,60
2.58,74,1,1151,675,1119,645,65,60
2.58,74,2,1192,579,1196,639,34,36
2.58,74,3,1103,445,1119,645,65,60
2.58,74,4,1188,490,1196,639,34,36
2.58,74,5,891,871,1119,645,65,60
2.58,74,6,1307,457,1196,639,34,36
2.58,74,7,979,522,1119,645,65,60
2.58,74,8,830,875,1119,645,65,60
2.58,74,9,1162,424,1196,639,34,36
2.58,74,10,1298,701,1270,691,56,21
2.58,74,11,1262,655,1196,639,34,36
2.58,74,12,1213,657,1196,639,34,36
2.61,75,0,785,868,1119,645,65,60
2.61,75,1,1151,675,1119,645,65,60
2.61,75,2,1192,579,1196,639,34,36
2.61,75,3,1103,445,1119,645,65,60
2.61,75,4,1188,490,1196,639,34,36
2.61,75,5,891,871,1119,645,65,60
2.61,75,6,1307,457,1196,639,34,36
2.61,75,7,979,522,1119,645,65,60
2.61,75,8,830,875,1119,645,65,60
2.61,75,9,1162,424,1196,639,34,36
2.61,75,10,1298,701,1270,691,56,21
2.61,75,11,1262,655,1196,639,34,36
2.61,75,12,1213,657,1196,639,34,36
2.74,79,0,785,868,942,518,35,31
2.74,79,1,1151,675,942,518,35,31
2.74,79,2,1192,579,942,518,35,31
2.74,79,3,1103,445,942,518,35,31
2.74,79,4,1188,490,942,518,35,31
2.74,79,5,891,871,942,518,35,31
2.74,79,6,1307,457,942,518,35,31
2.74,79,7,959,533,942,518,35,31
2.74,79,8,830,875,942,518,35,31
2.74,79,9,1162,424,942,518,35,31
2.74,79,10,1298,701,942,518,35,31
2.74,79,11,1262,655,942,518,35,31
2.74,79,12,1213,657,942,518,35,31
2.77,80,0,785,868,942,518,35,31
2.77,80,1,1151,675,942,518,35,31
2.77,80,2,1192,579,942,518,35,31
2.77,80,3,1103,445,942,518,35,31
2.77,80,4,1188,490,942,518,35,31
2.77,80,5,891,871,942,518,35,31
2.77,80,6,1307,457,942,518,35,31
2.77,80,7,959,533,942,518,35,31
2.77,80,8,830,875,942,518,35,31
2.77,80,9,1162,424,942,518,35,31
2.77,80,10,1298,701,942,518,35,31
2.77,80,11,1262,655,942,518,35,31
2.77,80,12,1213,657,942,518,35,31
2.80,81,0,785,868,942,518,36,31
2.80,81,1,1151,675,942,518,36,31
2.80,81,2,1192,579,942,518,36,31
2.80,81,3,1103,445,942,518,36,31
2.80,81,4,1188,490,942,518,36,31
2.80,81,5,891,871,942,518,36,31
2.80,81,6,1307,457,942,518,36,31
2.80,81,7,960,533,942,518,36,31
2.80,81,8,830,875,942,518,36,31
2.80,81,9,1162,424,942,518,36,31
2.80,81,10,1298,701,942,518,36,31
2.80,81,11,1262,655,942,518,36,31
2.80,81,12,1213,657,942,518,36,31
2.83,82,0,785,868,941,517,36,32
2.83,82,1,1151,675,941,517,36,32
2.83,82,2,1192,579,941,517,36,32
2.83,82,3,1103,445,941,517,36,32
2.83,82,4,1188,490,941,517,36,32
2.83,82,5,891,871,941,517,36,32
2.83,82,6,1307,457,941,517,36,32
2.83,82,7,959,533,941,517,36,32
2.83,82,8,830,875,941,517,36,32
2.83,82,9,1162,424,941,517,36,32
2.83,82,10,1298,701,941,517,36,32
2.83,82,11,1262,655,941,517,36,32
2.83,82,12,1213,657,941,517,36,32
2.87,83,0,785,868,941,516,37,33
2.87,83,1,1151,675,941,516,37,33
