timestamp,frame,object_id,centroid_x,centroid_y,bbox_x,bbox_y,bbox_w,bbox_h
42.73,1293,29,948,404,939,375,19,59
42.73,1293,30,1099,427,1086,399,27,56
42.73,1293,31,1106,529,1085,479,42,100
42.73,1293,32,1087,520,1085,479,42,100
42.73,1293,33,1013,515,938,490,151,51
42.76,1294,24,1022,430,972,365,101,131
42.76,1294,26,1009,579,933,545,153,69
42.76,1294,28,1030,525,937,496,150,49
42.76,1294,29,946,409,937,381,19,57
42.76,1294,30,1097,432,1084,404,27,57
42.76,1294,31,1104,532,1084,484,41,97
42.76,1294,32,1087,520,1084,484,41,97
42.76,1294,33,1012,520,937,496,150,49
42.79,1295,24,1020,436,970,371,101,131
42.79,1295,26,1008,586,932,552,152,68
42.79,1295,28,1030,525,936,501,149,50
42.79,1295,29,944,415,935,387,19,57
42.79,1295,30,1095,438,1082,408,26,61
42.79,1295,31,1102,537,1082,487,41,100
42.79,1295,32,1087,520,1082,487,41,100
42.79,1295,33,1010,526,936,501,149,50
42.82,1296,24,1016,443,965,380,102,127
42.82,1296,26,1007,564,931,505,153,118
42.82,1296,28,1030,525,931,505,153,118
42.82,1296,29,942,421,933,392,19,58
42.82,1296,30,1091,441,1077,411,28,61
42.82,1296,31,1096,531,1071,475,51,113
42.82,1296,32,1087,520,1071,475,51,113
42.82,1296,33,1010,526,931,505,153,118
42.85,1297,24,1013,448,962,385,102,126
42.86,1297,26,1005,568,928,509,154,118
42.86,1297,28,1030,525,928,509,154,118
42.86,1297,29,940,426,931,399,18,54
42.86,1297,30,1087,445,1074,415,27,61
42.86,1297,31,1099,544,1078,494,42,101
42.86,1297,32,1087,520,1078,494,42,101
42.86,1297,33,1010,526,928,509,154,118
42.89,1298,24,1009,447,959,383,101,129
42.89,1298,26,1001,590,925,552,153,77
42.89,1298,28,1030,525,938,508,141,49
42.89,1298,29,938,425,929,399,18,53
42.89,1298,30,1084,447,1070,417,28,60
42.89,1298,31,1097,543,1076,496,42,95
42.89,1298,32,1087,520,1076,496,42,95
42.89,1298,33,1008,532,938,508,141,49
42.92,1299,24,1007,446,956,384,103,125
42.92,1299,26,1008,591,923,550,170,82
42.92,1299,28,1030,525,938,509,137,50
42.92,1299,29,937,424,928,397,18,54
42.92,1299,30,1084,447,1063,415,53,175
42.92,1299,31,1097,543,1063,415,53,175
42.92,1299,32,1089,502,1063,415,53,175
42.92,1299,33,1006,534,938,509,137,50
